50000 200000
49103 43788 9
24806 5117 5
8705 33509 6
16294 48627 6
33580 7979 1
33609 8044 9
18201 8311 5
4819 21965 6
3982 26012 8
24741 49663 1
4481 20513 3
21575 40139 5
5107 12392 4
13071 12320 6
41615 33769 2
2238 18766 7
27127 29564 8
25971 45019 7
37917 29958 2
2161 47581 8
34573 40692 6
48798 10584 10
48874 11383 7
13864 13630 6
38932 5774 3
42533 17441 1
1072 9199 8
560 17496 10
11305 33094 1
9955 27491 8
7810 1689 3
27585 34968 6
15093 9640 7
4446 15169 10
49034 31730 1
10910 31950 2
6184 30056 9
1927 17083 1
45161 2561 1
13936 41161 5
20187 21710 9
34609 1349 4
10080 5407 9
30322 41842 7
17337 6197 6
17112 18251 2
37136 1635 5
21531 30891 4
7217 36167 8
23816 15647 7
17719 4998 6
19729 27909 5
31486 40087 2
42353 9648 3
45109 32799 1
32575 29968 1
10445 39094 7
15598 48432 1
8699 2110 6
4170 31416 6
8043 33406 10
28595 20831 4
31708 6199 9
28188 10292 3
34671 11868 3
38605 17804 8
3310 49264 3
487 23377 8
24454 3728 4
14528 21408 6
42939 26729 7
19869 24274 3
26476 32311 1
18775 15688 7
27622 32834 6
13962 48629 6
19885 20301 6
5905 2666 5
42865 45179 10
49255 34396 2
27995 34468 4
11452 27107 3
31550 47034 2
46044 5853 3
30484 14182 6
38929 2391 1
27413 14682 1
24613 5523 3
29796 30308 8
4000 39439 3
29228 19570 4
12245 29554 9
45233 28842 1
6036 42414 7
14629 14581 5
49864 39513 4
3621 32538 4
6299 3381 10
46376 46996 2
10638 39421 7
9996 2021 7
46951 5129 4
42353 7320 9
28509 41450 8
45251 15761 8
29078 13159 10
24637 40342 2
20012 12706 3
26987 17868 9
10175 5044 10
8765 39311 10
13209 31118 2
10226 4417 4
19592 37706 1
34664 47972 3
18259 22854 5
9161 39399 2
13896 31585 5
3850 32720 5
47062 20222 4
30526 28295 9
22253 42257 2
11705 3278 9
43115 41235 10
35464 22761 1
35449 39958 5
23153 23582 9
4261 31955 8
20935 9066 2
4082 32644 6
43311 46187 4
19443 34153 1
44205 35467 9
1598 9932 5
18553 28490 7
24744 32773 3
41050 17407 7
38323 30251 7
1885 29415 1
5357 36811 1
47165 10184 9
24871 23569 8
47909 6988 2
31104 18353 1
4094 36504 2
43677 28271 5
13487 16748 6
23175 48020 6
44993 16255 7
21486 33238 2
26720 5617 6
42648 26846 3
29335 44366 7
21382 27840 5
35123 1751 10
15904 47057 2
48430 13568 6
21224 17257 4
16383 6706 7
34790 25443 10
20495 35464 1
27843 420 10
37969 6146 3
41565 42449 9
7726 41894 4
43557 49534 3
29789 28978 5
28797 3429 1
25943 21863 2
41966 24791 5
18825 37316 8
22883 12091 3
23589 33964 10
24315 21481 9
7964 27987 9
18478 13362 8
24726 46064 7
14429 21279 2
7994 48611 7
31302 1167 1
32209 42074 7
47151 33799 9
42008 7111 9
26542 20062 7
27981 9983 4
45583 6351 5
1254 43627 10
35900 40567 1
34862 21975 1
19372 30001 6
42920 13228 1
5000 25512 8
11022 19779 8
42436 16953 10
24191 10620 2
41316 43656 1
36758 139 3
30269 4822 2
14934 34078 2
42692 34831 10
12657 1273 7
43942 29320 2
13418 31885 1
29494 15560 3
3309 3078 8
28887 35392 6
31103 37039 9
31807 7181 2
6027 21808 6
9235 27133 5
19344 23629 5
33512 8727 4
30235 38127 9
40618 3903 10
48033 36467 10
11582 19907 4
22286 14317 8
10970 14918 4
40992 25949 2
29541 13756 3
17234 35053 7
40057 47662 4
7312 37757 7
20886 252 4
14888 49832 2
49836 10836 3
26973 19624 9
9315 16453 3
48428 27382 7
20690 10786 6
2171 27561 8
18226 27280 10
12524 17555 6
14583 18981 9
27169 3161 2
19271 31188 3
29532 37017 5
11880 802 9
34801 20906 6
15356 14011 2
47453 3715 4
40732 4033 10
37988 27939 9
12929 18716 10
21520 5197 7
2167 30520 7
18868 24033 6
24340 43893 5
10678 40261 9
37877 20816 1
41237 29799 10
10957 11781 1
17001 22915 9
14052 363 4
9609 35368 5
49811 6424 6
28349 42642 10
39490 16417 6
16763 41692 10
9698 46792 4
31496 19615 6
15916 7410 2
20391 30601 5
47559 6673 1
45578 6152 4
43356 22468 1
37019 14166 10
13045 12346 7
42654 40782 7
7117 1256 6
28045 34305 8
1381 19762 2
3332 1485 2
11029 46722 1
13777 44269 1
14540 19717 2
47851 49000 9
1393 43805 2
36783 33103 6
8168 33769 6
45353 1597 3
42320 26204 7
28336 38586 3
29751 20293 1
6185 47180 3
36739 2418 2
35881 18473 7
48892 49323 5
1284 20588 10
18768 49427 6
15510 22040 8
36014 22919 4
15168 15742 9
45463 46613 4
22932 21060 3
3515 39149 3
9235 13133 2
39788 33380 9
2697 30383 10
8478 39118 10
42550 20400 5
14895 25725 2
16141 13620 3
11566 18311 4
9912 40225 5
15847 38271 4
3675 44911 3
44886 47177 8
44314 5281 9
12598 12797 5
25224 34478 5
3222 10555 6
26000 12574 9
18345 36164 7
21410 33769 5
25818 48595 4
35390 5265 6
15711 41274 8
12951 9807 10
17751 4893 10
5180 11545 7
33914 36137 1
47457 4217 8
17500 42957 4
18978 843 1
7881 4394 9
31700 37253 3
33868 44366 9
36998 17035 2
15382 23501 8
16204 36686 7
26368 42029 7
18447 16776 5
13113 13147 6
49295 12253 10
27549 16802 1
6480 41200 6
26894 30305 7
27067 48073 5
15855 15297 3
5119 43093 8
44952 37093 3
10532 2509 9
29065 22077 5
46874 29960 6
24443 6928 6
48278 1199 3
27647 32381 9
36690 37824 4
22007 13121 2
23807 32816 2
38405 22818 4
24270 42256 4
42307 40280 6
21141 6200 2
24193 16522 8
2552 42829 9
33358 29338 2
22522 24192 5
31311 8095 4
49388 22193 3
3823 32373 8
13867 1555 9
41953 42587 10
46623 39187 7
22324 39592 7
42258 26763 7
18395 40751 5
20361 41562 6
13254 38465 5
9677 31758 7
3594 14210 8
45432 16686 5
1452 36073 5
27294 20007 6
10823 38440 10
3818 3648 5
18390 13875 6
15517 41496 9
26245 49990 8
2288 29664 10
37292 19799 1
32183 3239 3
31083 19375 8
12676 37301 9
37356 33555 6
2121 46073 5
33935 43044 4
30449 2103 4
32233 25992 9
37481 23902 1
22598 4159 9
33819 12815 2
10596 45348 4
13217 18142 10
9140 13608 10
15835 36685 3
838 18988 5
23160 19837 5
4124 41044 9
39248 21213 1
22343 33198 7
26210 13164 5
27218 35801 8
28667 9633 4
29097 1704 3
42143 36399 10
28421 25698 9
17934 26332 10
25149 6215 1
14258 37632 10
26609 32791 9
35298 49789 8
42911 42895 5
10385 19519 9
7367 33758 1
10853 33592 3
21178 21815 8
20240 40373 1
48927 31093 7
18004 32826 1
26932 15743 4
5110 27962 8
21951 41682 9
15585 5540 4
12248 43121 10
24622 17473 6
17122 25416 4
22415 49686 9
28201 37516 7
12183 43674 4
18101 25516 10
12950 47474 7
20875 34314 8
22045 41368 3
17946 34985 8
23076 10845 4
4814 774 3
28193 35373 1
29628 42638 9
30156 32132 3
32658 43464 1
9748 49946 4
21601 17119 6
42788 47089 4
37112 26018 7
21631 10191 9
21794 39511 2
22848 28246 8
33791 36412 8
6157 12183 2
30817 22518 10
1150 6643 9
21169 20482 4
33997 21142 5
12800 19923 10
373 26478 2
25794 16780 3
17650 24806 5
41120 6452 2
43972 31613 10
23791 14001 3
35479 24840 2
1072 12061 4
7811 18879 6
48147 34131 9
19310 22233 7
29413 26487 6
19930 42294 7
47075 26909 9
37418 25843 8
14903 31588 10
3516 15051 4
28316 33215 8
16373 30398 8
21029 2065 6
17266 26557 6
37634 45123 5
28385 10640 5
7876 9541 10
18061 40126 9
13863 49657 5
24292 41510 5
45055 23348 7
48426 9310 6
7651 3876 1
34626 33923 8
26141 23709 6
37382 1007 5
33104 42541 10
182 24206 8
17849 39282 8
39150 4264 3
16618 235 3
7939 39399 9
14689 21143 7
37504 18453 5
40377 47903 3
19217 15429 6
20652 32748 3
22646 47287 10
9497 36664 3
44611 37694 3
47659 33857 4
18115 29333 7
45736 24772 6
34177 5972 2
49256 5245 9
38167 24569 3
9788 44530 10
44957 45753 3
17416 31177 2
35233 41976 6
13416 15311 4
17820 37323 3
22790 15174 6
25117 38093 7
25514 6981 8
48934 23032 10
19955 34763 5
41132 15433 2
21436 44917 1
10265 47535 3
46512 24380 6
29041 37750 2
34677 20884 7
28405 23904 10
19001 16419 1
17018 47868 5
13853 7488 6
11844 4538 6
21291 16080 5
41162 35227 10
11371 3229 6
33460 22292 10
41977 47843 9
17882 39640 1
36546 40043 8
10158 16888 8
13242 14077 9
26150 10739 8
34083 13225 6
28454 45489 10
44378 24288 7
43867 26900 10
11202 40714 8
9464 40698 9
10926 2301 9
3595 23563 9
7910 9563 3
25359 16605 6
4275 49409 2
29890 41484 1
11582 29271 8
21116 22487 3
16070 17453 2
38447 5069 6
25033 8940 8
39289 46809 6
8084 7444 8
32031 47611 5
37130 13726 7
45737 46579 8
8266 42633 8
704 7506 8
28987 44954 1
47792 49348 9
1226 36962 4
46761 49934 9
3875 14196 8
31365 44553 2
21983 6832 5
45162 29832 1
47843 2317 3
45549 23791 10
5517 12849 1
13971 1966 2
26013 20639 1
8594 42602 7
23368 45613 4
25060 28241 5
43186 33757 1
22019 16977 4
7047 5871 4
39896 49361 5
17369 23877 7
17898 20123 2
41455 35350 2
26800 42928 9
40486 42822 9
8143 34244 5
13197 1264 3
42866 15528 8
11183 27996 1
29240 2317 8
43500 49442 6
31491 40515 9
18819 17457 3
22107 36096 3
3951 45283 4
10592 9127 3
358 34958 1
33657 32903 5
2539 4758 2
31046 43094 7
8210 7303 9
8320 29684 3
32661 26796 4
16435 11120 1
25889 4997 5
9401 41747 8
21888 46886 5
13533 15066 10
36809 20873 9
5434 27829 7
20721 23842 8
18009 10142 6
31409 6835 6
42698 14416 5
22474 20257 1
26770 9355 2
11906 40515 7
41730 13134 3
37844 34321 2
28428 20972 10
6099 36803 9
12538 15582 2
29415 1413 5
24632 5622 3
37029 19669 1
20999 22130 1
27653 45707 2
44413 0 2
42876 14929 8
47626 48360 8
15108 6463 9
34001 38433 7
32582 40938 10
16315 15226 9
30965 47454 7
44546 38349 4
46526 40173 1
15596 19875 6
16475 1310 5
10015 35261 8
23963 20718 2
19715 1672 2
25225 22366 6
18393 3443 3
2995 23689 2
13906 40087 3
14635 38994 2
8141 34767 2
23550 28518 1
21904 22366 10
22153 22076 8
45829 14004 1
38530 7548 2
26832 21509 1
33052 42267 1
10667 21860 10
6679 31097 8
4371 19844 1
10822 49463 10
36397 40611 7
18373 41939 10
25583 20611 1
39068 20432 2
18087 21429 8
7898 38858 8
15864 14885 6
8305 12608 2
23179 25874 10
37131 27092 7
29537 28844 9
19855 39704 10
17757 48444 9
46456 49548 7
4644 43545 1
37332 15450 8
29925 31192 9
32001 18941 3
3719 27992 1
166 31590 3
27476 26378 6
13743 4142 5
15127 23525 1
28522 32656 9
46358 31817 4
34625 18195 2
2033 24891 3
13227 19558 1
7823 19010 3
40733 37557 9
4340 24094 10
33114 36366 9
48503 48646 7
468 24840 3
30005 38246 1
15426 32547 2
41426 39134 10
34409 28674 9
47801 29598 5
33461 34778 10
3063 4323 5
14783 35582 8
30461 33249 9
851 35915 3
40897 46446 6
49288 6948 6
40396 17918 1
23620 45391 4
42497 23443 3
14766 45660 8
18729 38488 7
28524 39792 9
3628 43405 5
38501 32273 10
14678 38128 6
27903 20420 9
15189 15393 9
10146 21895 7
4820 45576 2
6071 24495 6
39890 3896 2
34908 2881 5
20354 4688 5
16887 39260 1
45397 43027 5
12715 41462 8
29306 41436 2
46375 18618 6
21060 11104 5
35488 2649 7
49344 27712 8
13387 25101 9
8899 46801 10
9576 19695 2
18112 2647 7
5728 13912 4
19063 21692 4
20556 47332 7
23172 31915 3
48149 35453 8
24834 34127 9
955 13531 3
23636 2866 2
23373 9057 10
44709 47009 9
562 13808 7
24521 39100 10
27143 28331 4
18747 22430 7
30361 23687 2
40615 12300 4
16488 39223 4
34034 49798 1
41175 24397 3
44039 3151 3
12760 41469 5
1180 34329 8
8841 39687 2
14346 33165 4
5278 16995 10
35903 15091 9
9378 17904 6
26047 45235 5
49804 2917 8
4807 40415 6
41884 42533 1
12905 36099 10
14608 39945 8
7643 4703 5
26539 21058 2
14060 40519 7
45906 39803 7
47360 42242 7
11426 29417 1
32668 3975 7
2146 14098 6
30703 14838 8
14752 30670 3
44884 47708 5
17919 16784 2
37224 5323 7
38311 18578 8
9444 29871 5
11462 34884 1
20554 12665 1
39193 40850 3
29094 33145 6
20002 13767 3
8953 38450 4
7984 5466 5
20686 44714 10
13705 3869 5
43069 23092 3
29184 5641 8
13546 26179 10
31652 9615 10
42618 2287 2
4214 42270 7
35284 15303 10
23791 42608 10
20024 30306 10
39419 40180 3
6533 48642 2
10583 1191 4
44894 44508 6
22746 23707 1
33701 41891 5
46152 43293 7
358 46118 5
32515 2116 9
27394 3425 3
19770 35590 8
34069 28328 1
14785 42043 2
15792 2948 1
7001 21355 6
13857 14399 1
26609 25887 8
41522 23843 2
11461 20346 10
32859 39607 7
17699 2292 3
26704 36571 1
6271 26589 5
11728 44839 9
43740 20396 1
43751 25212 5
41516 45619 5
119 49368 7
367 47753 8
33166 24933 9
2681 14897 8
9124 34317 5
32103 10277 6
31602 13212 10
20990 4346 10
38353 20761 7
26990 21867 5
22975 19455 1
8031 6950 1
40491 20579 8
24283 26203 3
38093 34526 1
30987 18954 6
47592 17039 3
19929 35996 4
44260 49709 10
43452 18330 9
22667 10176 10
32523 41866 2
16811 4318 10
2943 17436 3
33673 37683 4
24703 26152 6
35000 30783 9
11366 30107 4
28927 19717 1
42428 29824 9
35124 28168 5
34819 29634 3
43516 29003 1
22301 35274 1
26124 15704 7
18802 40072 4
31054 29563 9
13328 31883 7
24804 34720 2
10104 1131 5
44386 14791 5
8165 31490 2
33182 49006 6
4556 43135 6
14873 24639 1
43097 19687 2
21946 7090 8
18703 43900 1
22207 1207 5
43560 35957 3
38346 23169 4
16141 44899 6
37322 22921 9
41609 8077 10
2795 13243 7
44322 14546 5
43555 2876 3
163 15647 9
26938 40233 9
11800 3914 5
27637 38675 5
23211 28576 7
5824 82 1
33863 34426 6
32249 21451 6
1181 34706 9
18714 36886 4
30718 755 9
10237 32190 9
32896 979 4
9319 27896 8
44654 15389 8
44434 25607 7
34344 473 5
19852 32576 8
12385 45394 9
34724 19686 8
23120 18214 3
10133 44035 3
37857 40362 7
25644 30000 9
39110 23229 8
41911 4574 2
25943 27557 8
19126 9301 4
24472 20678 5
20669 27280 9
30239 43134 5
45592 21749 5
32721 33418 8
28576 18648 4
48092 38747 8
21125 36732 6
42988 9156 5
5726 44760 10
36113 4238 9
47865 9843 4
45393 45523 3
8618 33286 1
25265 20223 5
13236 28271 8
9480 41368 8
37533 36706 9
21624 8031 8
22075 14315 7
2005 21178 1
48902 28181 9
19437 45634 2
41914 30168 1
24410 3545 1
14993 34254 7
24825 32730 2
21472 7600 6
45875 16280 10
33637 37639 2
10309 14391 7
46552 29766 1
16197 47691 8
25350 5320 6
47607 17102 8
24458 40298 1
40210 27040 9
2692 43215 6
30381 46442 6
43413 21435 5
34339 22460 3
46804 31048 7
11533 19085 10
48653 12211 9
8443 14961 2
46201 28477 5
29227 32440 3
29362 22563 10
10195 36698 6
21560 27202 8
12854 11455 9
22354 13391 4
18392 19970 8
41752 7762 9
44072 40999 1
32496 14068 6
47396 22882 5
31913 25570 9
33466 13302 8
30416 2127 6
24576 44468 8
19974 18058 10
40132 25870 6
21053 13993 6
45639 32540 7
24480 1876 10
4446 5832 5
23772 2346 6
5720 11122 2
8855 26341 2
36096 48464 2
21037 39429 7
21865 14018 6
31344 22629 4
36921 46737 1
14141 13184 2
577 40598 3
30830 37664 5
38150 44374 2
10399 41497 7
7200 17579 8
34992 36707 5
35595 2950 1
5011 8935 4
31335 28181 8
8690 8212 5
9031 175 8
43258 43361 7
16674 34660 9
40169 19318 3
28830 45104 4
926 15285 7
38272 11360 3
11362 39375 8
48995 32361 7
24550 18627 1
25637 27340 3
32681 49334 5
7629 18651 3
20455 15958 4
35411 29288 5
23140 32156 4
38785 38162 5
28755 47745 7
23807 7646 8
37113 15028 6
2415 35955 10
10672 29146 5
28554 22588 3
35490 17001 7
29000 40822 3
19730 41561 10
20853 40119 2
31289 48655 7
7645 8268 2
36954 4013 9
30495 32738 3
18680 45402 5
40168 10430 5
9435 32743 9
28056 33707 4
9688 38723 6
22634 8146 2
14301 1233 8
15393 34242 5
1195 38147 5
21664 41584 1
28761 23972 6
9538 23044 3
10587 20569 1
7197 687 6
23340 49128 7
35029 16192 7
32225 18657 5
38628 26752 10
11808 2966 3
11344 5776 10
34228 5590 2
26813 4381 9
26401 38600 5
35533 24261 8
37059 41297 3
2667 34446 4
2673 20388 9
32274 49469 1
18019 23266 7
28116 7637 1
44381 5367 1
47830 47815 10
37894 14579 6
37503 29312 4
43379 16051 8
17874 2752 8
29900 30234 8
38111 1989 8
21995 8328 4
3584 26581 1
23180 21231 9
32414 25081 2
12362 4912 4
49478 13992 10
15732 27058 4
19949 31523 8
9907 15667 9
42091 31698 10
13652 45560 8
11686 39932 10
47277 22753 4
10760 44705 4
31635 8235 1
5866 26976 9
6968 3294 3
6569 4834 7
32246 27015 5
18512 41472 9
3903 14734 1
20114 30623 7
11295 1285 7
25792 25413 9
43649 40911 4
37723 35372 4
24795 16498 2
15395 25077 10
37472 45132 8
15893 42054 5
26662 9200 5
44360 21549 10
17076 13737 9
37099 6138 10
6478 48276 7
32321 32106 1
10361 17539 7
24858 3927 3
25858 16362 8
31859 31926 10
22880 42342 9
28534 44765 10
47955 34768 8
46213 4141 10
3767 34367 2
15214 2835 8
49575 46564 5
17010 35193 4
1885 40410 9
36556 6785 10
21442 49885 3
28599 49729 6
35616 4423 3
10398 1284 6
8332 9773 6
48314 32892 8
21320 8919 7
13924 28753 9
45105 18928 4
14417 36697 1
37823 46866 9
42774 43225 4
3537 38116 8
19271 22595 7
31592 31723 4
38459 24626 1
47537 48083 7
32386 30810 3
2554 45752 7
37180 30021 3
20800 26503 8
36185 44426 2
37926 22488 8
30845 35163 8
24193 7731 5
21792 8450 9
10251 35833 6
15026 18227 4
10054 48210 3
20681 48027 8
29448 38675 4
17478 19558 7
28530 20648 7
22270 16051 7
20964 30015 4
22580 510 6
44158 17334 3
48387 3192 1
1273 27663 6
11185 10875 10
29738 46201 3
39275 3454 10
49432 1876 5
20281 4417 6
41748 23267 4
28692 11603 1
21376 37140 8
32193 18502 7
9699 9509 10
36591 14107 10
30212 30942 7
44146 17781 9
3990 22485 2
48077 39264 7
3654 27125 5
3307 29431 8
45487 49187 9
48423 5781 8
626 10168 7
47150 15850 5
2048 24097 2
23557 48565 1
25753 23104 2
30565 22658 10
33703 12582 5
40040 18349 2
22335 37641 4
15033 25614 5
40603 22254 3
6856 18663 4
11514 41097 6
25365 6962 7
4109 13223 1
26270 29342 9
45018 22161 4
45560 46882 8
11719 13758 10
28638 7268 3
26907 1532 8
48477 29272 6
14139 19755 1
29433 11794 6
40356 13567 8
16726 12174 1
4137 3202 1
38357 47588 9
21986 25421 6
11530 9515 9
28826 14206 6
36669 38605 1
15001 8408 6
38484 44675 9
24176 31453 5
12047 4973 7
39053 43991 10
30535 19124 8
17809 44989 5
42308 27493 5
6290 9359 10
39970 37415 3
11247 32996 4
34375 32930 7
14977 27801 7
28455 3331 8
20831 19270 1
44298 19829 7
48760 28224 3
15182 11229 1
473 7475 4
29224 9928 3
496 44406 6
41438 2253 9
44632 21939 4
46921 36668 5
28765 15212 9
40704 49449 6
11377 16193 6
30881 25095 7
25536 9540 2
16218 2127 3
18794 37111 7
33249 23653 7
21339 30535 9
29367 42106 5
38409 12707 10
36467 24232 1
35697 43656 10
5732 21627 8
19098 7124 2
49909 12453 1
30706 23694 4
43386 45986 3
18203 4147 9
47024 44608 5
6088 39629 5
8615 13676 9
20177 5567 6
396 14565 7
16520 15004 6
36424 49360 2
46683 35295 5
27253 32108 8
31105 16345 10
38389 12487 4
15292 47067 1
5314 47103 3
7149 45664 2
20721 38050 2
45290 45743 4
31627 44481 3
16417 6360 2
23241 40314 9
22674 41134 5
30195 36712 5
3340 4790 7
47375 22941 1
16245 13990 5
19741 23126 8
8300 29794 1
26832 9987 8
37209 37815 9
30934 46663 2
42113 7739 9
30536 6622 1
12025 23309 3
8159 16112 7
26987 565 5
11575 33731 9
29909 44841 5
5796 39293 4
39369 17939 7
46720 109 10
36 45361 1
16964 48942 1
31251 31823 9
20469 16588 7
38295 22914 8
10213 4856 3
46722 18470 3
21666 3533 7
37597 7570 7
39301 45724 8
13905 31518 2
14971 1355 8
20978 23482 7
25452 42151 1
2819 23113 3
18391 27541 3
28976 48458 7
30337 19953 7
11229 15974 6
14539 27883 2
37548 48155 9
36149 15151 5
18442 14399 5
8783 20931 1
32500 20773 6
6335 41603 2
15596 28778 3
12194 26571 7
33491 16428 2
49065 9942 8
34773 30289 2
16001 18017 7
35693 3180 9
30928 47966 1
24212 29859 3
9080 21264 4
33847 27116 10
9395 27116 10
43817 3588 5
12924 1812 6
25831 28566 7
39423 46953 7
25893 20640 10
43185 952 7
736 28842 1
47427 43006 9
42188 42646 5
11383 12505 6
30255 19369 4
44117 37245 7
19635 49951 2
13453 31676 9
42777 24053 8
23296 13462 1
37636 28653 4
2311 6550 5
32577 9287 1
2471 3000 8
27136 20352 10
14549 509 8
7903 6796 7
11599 23864 5
44703 7634 4
12707 18930 9
48043 32732 6
32943 19425 1
14346 40484 1
45154 31657 8
876 24815 3
19408 27921 9
8656 8955 3
35041 33532 10
403 5825 10
6189 8828 9
37072 32282 3
22550 47694 1
24168 49597 9
21516 33794 9
46036 47927 3
8136 6491 8
20405 5648 2
32427 15243 4
11392 43809 7
10883 18237 7
3499 47460 3
48126 9817 5
34383 37954 2
28909 10782 10
10713 18296 8
6945 23608 6
16800 26373 1
15613 27884 2
48290 47926 7
34609 41263 3
10660 13216 4
42743 11556 7
24432 40270 1
22097 41784 9
47402 49775 4
10435 25167 1
6853 34963 3
12447 10477 6
1265 6 5
36671 36916 5
23600 42795 5
37046 22784 5
23788 39516 10
13478 4456 5
22701 9959 2
14552 18751 6
36212 641 10
7271 8506 2
26209 22041 5
8281 729 6
20595 1798 3
12717 13971 5
46916 856 1
39789 19735 1
25583 18708 2
30975 7652 10
14105 13583 3
27545 23858 1
2128 19200 8
7984 33554 2
49662 11447 1
1056 21912 7
38292 10247 5
28530 22433 8
15013 35566 2
16182 18566 1
28785 38191 8
3298 5630 3
22037 45325 10
7238 24503 5
37322 21987 4
42362 47601 4
49523 47631 9
9501 8269 3
4093 17319 8
3607 13702 5
18261 14250 4
44812 45188 5
10171 4375 10
48148 36471 1
1670 2636 8
7115 13528 3
34714 35000 5
49910 30427 3
24218 44591 8
37647 29331 2
41242 29814 1
22400 49384 5
7407 37226 3
31586 19007 2
26360 2354 4
20660 21363 3
41381 6701 1
37788 3544 9
41026 40701 5
31281 44304 5
43219 41124 10
11711 40531 9
25732 37279 4
1096 11105 9
504 45735 3
42859 7813 8
21859 9392 2
44562 35632 4
24546 16873 1
28277 16280 10
3896 22002 8
49282 27855 1
14078 44947 2
401 32505 5
45006 33804 6
32812 249 9
8492 39449 5
5488 13737 6
26551 21339 7
23382 31086 2
10775 6897 3
27757 1616 7
15523 25905 1
19508 5486 9
18683 21966 1
11901 23 3
16274 2431 10
1407 15946 4
3791 35484 6
11620 14307 1
48334 5220 5
35285 31106 7
418 30136 2
45850 48449 8
27849 39464 5
47861 5353 6
6699 44630 1
34547 23568 3
10515 12313 3
20719 21705 9
20084 17845 7
20242 30425 8
24340 23861 5
20475 26418 6
48715 30318 8
21997 13635 9
28534 38427 6
17983 36569 1
15347 32971 1
17374 1058 3
25585 33291 9
11715 5026 7
35011 9139 5
5042 24449 10
19786 42656 3
47222 23690 2
49732 38944 10
12520 33655 10
21179 27246 1
31599 3525 4
42859 8148 2
21401 33757 10
37837 42607 1
32298 43472 7
12969 971 7
14902 32113 6
20637 21062 4
40703 14040 8
947 42387 4
42469 17577 8
19601 37275 2
18184 31853 3
9899 7701 5
20440 36821 2
43145 48452 2
22330 8955 4
11050 28334 2
42421 15139 8
41962 22494 5
39033 39229 2
35388 2017 1
9777 33815 2
48011 2933 4
23692 19375 8
